sample_id,split,category,territory,authority,rating_label,content_descriptors,interactive_elements,warning
auto_game_0c93b344b15553f9,test,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_0d1a336af3e645ac,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0d1a336af3e645ac,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Sexual Content Legal Drugs Inappropriate Language Criminal Acts,,
auto_game_0d1a336af3e645ac,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Strong Language,,
auto_game_0d1a336af3e645ac,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0d1a336af3e645ac,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0d1a336af3e645ac,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_0d1a336af3e645ac,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Strong Language Criminal Technique Instructions,,
auto_game_0d1a336af3e645ac,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,,,
auto_game_0d1a336af3e645ac,train,Game,Rest of world,IARC Generic,Rated for 18+,Strong Language Criminal Technique Instructions,,
auto_game_0d1a336af3e645ac,train,Game,Russia,Google Play,Rated for 18+,Strong Language Criminal Technique Instructions,,
auto_game_0dbb78c3b59020d7,train,Game,Australia,Australian Classification Board (ACB),General,Very Mild Coarse Language Online Interactivity and Chat,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,Inappropriate Language,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Mild Language,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 12,Inappropriate Language,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),7,,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Increased Communication Risks,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Rest of world,IARC Generic,Rated for 3+,,Users Interact,
auto_game_0dbb78c3b59020d7,train,Game,Russia,Google Play,Rated for 3+,,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use Online Interactivity and Chat,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Nudity Illegal Drugs Inappropriate Language,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Partial Nudity Use of Drugs Language,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0dcdc0b379b9383f,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0dcdc0b379b9383f,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0dcdc0b379b9383f,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Drugs,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks Drugs,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,Rest of world,IARC Generic,Rated for 16+,Drugs,Users Interact,
auto_game_0dcdc0b379b9383f,train,Game,Russia,Google Play,Rated for 16+,Drugs,Users Interact,
auto_game_0dddcd8658e23885,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0dddcd8658e23885,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 14+,Nudity Criminal Acts,Users Interact,
auto_game_0dddcd8658e23885,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Partial Nudity,Users Interact,
auto_game_0dddcd8658e23885,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0dddcd8658e23885,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0dddcd8658e23885,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0dddcd8658e23885,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Criminal Technique Instructions,Users Interact,
auto_game_0dddcd8658e23885,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Increased Communication Risks,Users Interact,
auto_game_0dddcd8658e23885,train,Game,Rest of world,IARC Generic,Rated for 18+,Criminal Technique Instructions,Users Interact,
auto_game_0dddcd8658e23885,train,Game,Russia,Google Play,Rated for 18+,Criminal Technique Instructions,Users Interact,
auto_game_0e629578b1402d70,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,High Impact Drug Use Simulated Gambling In-Game Purchases,,
auto_game_0e629578b1402d70,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Violence Illegal Drugs Inappropriate Language,,
auto_game_0e629578b1402d70,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Use of Drugs Cash Rewards,,
auto_game_0e629578b1402d70,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0e629578b1402d70,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0e629578b1402d70,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0e629578b1402d70,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs Discriminatory Language Cash Rewards,,
auto_game_0e629578b1402d70,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_0e629578b1402d70,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs Discriminatory Language Cash Rewards,,
auto_game_0e629578b1402d70,train,Game,Russia,Google Play,Rated for 18+,Drugs Discriminatory Language Cash Rewards,,
auto_game_0ed6b7c5babb16d4,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0ed6b7c5babb16d4,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Drugs Sensitive themes,,
auto_game_0ed6b7c5babb16d4,train,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Use of Drugs Cash Rewards,,
auto_game_0ed6b7c5babb16d4,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0ed6b7c5babb16d4,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0ed6b7c5babb16d4,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_0ed6b7c5babb16d4,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs Cash Rewards,,
auto_game_0ed6b7c5babb16d4,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs Gambling with Cash Payouts,,
auto_game_0ed6b7c5babb16d4,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs Cash Rewards,,
auto_game_0ed6b7c5babb16d4,train,Game,Russia,Google Play,Rated for 18+,Drugs Cash Rewards,,
auto_game_0fb53eb3dc4f89d9,test,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0fb53eb3dc4f89d9,test,Game,Brazil,Classificação Indicativa (ClassInd),Rated 18+,Violence Sexual Content Inappropriate Language,,
auto_game_0fb53eb3dc4f89d9,test,Game,North America,Entertainment Software Rating Board (ESRB),Mature 17+,Sexual Content Language Simulated Gambling Cash Rewards,,
auto_game_0fb53eb3dc4f89d9,test,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_0fb53eb3dc4f89d9,test,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_0fb53eb3dc4f89d9,test,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_0fb53eb3dc4f89d9,test,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Cash Rewards,,
auto_game_0fb53eb3dc4f89d9,test,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Gambling with Cash Payouts,,
auto_game_0fb53eb3dc4f89d9,test,Game,Rest of world,IARC Generic,Rated for 18+,Cash Rewards,,
auto_game_0fb53eb3dc4f89d9,test,Game,Russia,Google Play,Rated for 18+,Cash Rewards,,
auto_game_107ead173d555944,train,Game,Australia,Australian Classification Board (ACB),General,Very Mild Crude Humour,,
auto_game_107ead173d555944,train,Game,Brazil,Classificação Indicativa (ClassInd),All ages,,,
auto_game_107ead173d555944,train,Game,North America,Entertainment Software Rating Board (ESRB),Everyone,Comic Mischief,,
auto_game_107ead173d555944,train,Game,South Korea,Game Rating and Administration Committee (GRAC),All ages,,,
auto_game_107ead173d555944,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),General Public,,,
auto_game_107ead173d555944,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),3,,,
auto_game_107ead173d555944,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 3,,,
auto_game_107ead173d555944,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: All ages,,,
auto_game_107ead173d555944,train,Game,Rest of world,IARC Generic,Rated for 3+,,,
auto_game_107ead173d555944,train,Game,Russia,Google Play,Rated for 3+,,,
auto_game_10d993fe64955191,train,Game,Australia,Australian Classification Board (ACB) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_10d993fe64955191,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 16+,Illegal Drugs,,
auto_game_10d993fe64955191,train,Game,North America,Entertainment Software Rating Board (ESRB),Adults only 18+,Drug Reference,,
auto_game_10d993fe64955191,train,Game,South Korea,Game Rating and Administration Committee (GRAC),15+,"Drug, Alcohol and Tobacco Reference",,
auto_game_10d993fe64955191,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC) error Your app has been refused classification by this rating authority. This may mean you can't release your app in some countries or regions.,Refused Classification,,,
auto_game_10d993fe64955191,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),18,,,
auto_game_10d993fe64955191,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 18,Drugs,,
auto_game_10d993fe64955191,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 18+,Drugs,,
auto_game_10d993fe64955191,train,Game,Rest of world,IARC Generic,Rated for 18+,Drugs,,
auto_game_10d993fe64955191,train,Game,Russia,Google Play,Rated for 18+,Drugs,,
auto_game_12bd666ca7bbcf15,train,Game,Australia,Australian Classification Board (ACB),Restricted to 18+,Simulated Gambling,,
auto_game_12bd666ca7bbcf15,train,Game,Brazil,Classificação Indicativa (ClassInd),Rated 12+,Legal Drugs,,
auto_game_12bd666ca7bbcf15,train,Game,North America,Entertainment Software Rating Board (ESRB),Teen,Use of Tobacco,,
auto_game_12bd666ca7bbcf15,train,Game,South Korea,Game Rating and Administration Committee (GRAC) error Your app needs a further review before it can be published in South Korea. An email will be sent to the address provided.,Refused Classification,,,
auto_game_12bd666ca7bbcf15,train,Game,Taiwan,Digital Game Self-regulation Committee (DGSC),Parental Guidance 15,Card or Casual Games Tobacco and Alcohol,,
auto_game_12bd666ca7bbcf15,train,Game,Saudi Arabia,General Authority of Media Regulation (Gmedia),16,,,
auto_game_12bd666ca7bbcf15,train,Game,Europe,Pan-European Game Information (PEGI),PEGI 16,Use of Alcohol/Tobacco,,
auto_game_12bd666ca7bbcf15,train,Game,Germany,Unterhaltungssoftware Selbstkontrolle (USK),USK: Ages 16+,Tobacco Use Gambling Themes,,
auto_game_12bd666ca7bbcf15,train,Game,Rest of world,IARC Generic,Rated for 16+,Use of Alcohol/Tobacco,,
auto_game_12bd666ca7bbcf15,train,Game,Russia,Google Play,Rated for 16+,Use of Alcohol/Tobacco,,
